title,company_name,location,start_date,duration,stipend,ppo,workmode,region,domain,skills,deadline,degree
HR,Gupshup Technology,Mumbai,Immediately,4,10000,Yes,Hybrid,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",23-09-25,BBA
Graphic Design,Bajaj Finance Limited,Pune,Immediately,4,5000,No,Remote,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",23-11-25,BBA
Graphic And Content,Hero Vired,Delhi,Immediately,4,20000,Yes,Hybrid,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva, Content Writing, Editing",07-12-25,BCom
DEI Consulting,Godrej Agrovet Limited,Mumbai,Immediately,4,10000,Yes,Hybrid,Rural,Design,"Consulting, Problem Solving, Communication, Analysis",21-11-25,BBA
Fundraising,WWF India,Delhi,Immediately,4,18000,Yes,Remote,Rural,Operations & Support,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis",23-10-25,BTech
Angular UI Development & UI Design,IIT Bombay,Work From Home,Immediately,4,1000,No,Onsite,Urban,Design,"UI Design, UX Research, Figma, Prototyping, HTML, CSS",15-10-25,BTech
Teaching GPAT And Pharmacy Exams,Unacademy,Work From Home,Immediately,4,20000,No,Hybrid,Rural,Data Scientist,"Teaching, Lesson Planning, Communication, Mentoring",03-12-25,BBA
Business Operations And Research,Benesse India,Delhi,Immediately,4,25000,No,Hybrid,Urban,Operations & Support,"Research, Data Analysis, Report Writing, Critical Thinking",11-11-25,MBA
Business Development & Brand Solution,Hungama Digital Media Entertainment Private Limited,Mumbai,Immediately,4,5000,No,Remote,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",22-10-25,MCA
Supply Chain & Logistics Operations,Inland World Logistics Private Limited,Coimbatore,Immediately,4,10000,No,Remote,Urban,Operations & Support,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, Supply Chain Management, Logistics",28-11-25,MSc
Content Writing,HT Media,Mumbai,Immediately,4,3500,No,Remote,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",20-11-25,MSc
Motion Design,NoBroker,Bangalore,Immediately,4,12000,Yes,Hybrid,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",12-10-25,BCom
Sales Trainee,Pioneer E-Solutions,Gurgaon,Immediately,4,10000,Yes,Remote,Rural,Marketing,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, Sales, Lead Generation",05-12-25,MCA
Retail Management,Decathlon Sports India,Patna,Immediately,4,7000,No,Onsite,Urban,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis",01-11-25,MCA
Operation Analyst,Apollo247,Gurgaon,Immediately,4,15000,No,Remote,Rural,Research,"Communication, MS Excel, Research",12-11-25,BBA
Omni Sports Leadership,Decathlon Sport India Private Limited,Ludhiana,Immediately,4,10000,Yes,Remote,Rural,Research,"Communication, MS Excel, Research",30-11-25,MBA
HR Operations,UpGrad (U Education Management Private Limited),Gurgaon,Immediately,4,10000,No,Remote,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",07-10-25,MBA
Human Resources (HR),Hungama Digital Media Entertainment Private Limited,Mumbai,Immediately,6,5000,Yes,Hybrid,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",26-11-25,BBA
Omni Sports Leading,Decathlon Sport India Private Limited,Mumbai,Immediately,6,13000,Yes,Hybrid,Urban,Research,"Communication, MS Excel, Research",25-10-25,MBA
IT Coordination,Vaibhav Global Limited,Jaipur,Immediately,6,10000,Yes,Remote,Urban,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",31-10-25,MCom
Admin,Worldwide Media (Times Group),Mumbai,Immediately,6,5000,No,Remote,Rural,Research,"Communication, MS Excel, Research",23-11-25,BBA
Graphic Design,Priyanka Singh,Jaipur,Immediately,6,5000,Yes,Hybrid,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",01-11-25,BBA
Software Development â€“ VÄgyojaka Tool,IIT Bombay,Work From Home,Immediately,6,3000,Yes,Hybrid,Urban,Marketing,"Sales, Communication, Negotiation, Lead Generation",07-12-25,BTech
Product Management,Tynor Orthotics Private Limited,Mohali,Immediately,6,7500,No,Onsite,Urban,Research & Strategy,"PR Strategy, Media Relations, Communication, Writing",18-09-25,BBA
Omni Sport Leader,Decathlon Sports India,Pimpri-Chinchwad,Immediately,6,10000,Yes,Onsite,Rural,Research,"Communication, MS Excel, Research",14-10-25,BBA
Business Development (Sales),UpGrad (UpGrad Education Private Limited),Nagpur,Immediately,6,2500,No,Remote,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",24-09-25,BCA
Graphic Design,Futurionic Private Limited,Work From Home,Immediately,6,5000,Yes,Hybrid,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",02-12-25,BCom
Business Development (Sales),Cultfit Healthcare Private Limited,Bangalore,Immediately,6,20000,No,Remote,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",02-12-25,MSc
Human Resources (HR),Subhansh Sewa Trust,Work From Home,Immediately,6,Unpaid,No,Remote,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",16-10-25,MBA
Youtube Management,Unacademy,Bangalore,Immediately,6,15000,No,Remote,Urban,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",20-11-25,BBA
Marketing,Absolute Barbecue Private Limited,Hyderabad,Immediately,6,6000,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",02-10-25,MA
Event Management,Office Of Advisor To CM,Delhi,Immediately,6,Unpaid,Yes,Onsite,Urban,Operations & Support,"Event Planning, Coordination, Communication, PR",31-10-25,MBA
Customer Service,Kalpataru Limited,Mumbai,Immediately,6,10000,Yes,Remote,Urban,Operations & Support,"BPO, Customer Support, Communication, Call Handling",26-09-25,MCom
Marketing,Motilal Oswal Financial Services Limited,Mumbai,Immediately,6,5000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",11-11-25,MBA
Public Relations,Across The Globe (ATG),Work From Home,Immediately,6,1500,No,Onsite,Urban,Content Writing,"PR Strategy, Media Relations, Communication, Writing",06-12-25,MBA
Talent Acquisition,MRCC Solutions,Thane,Immediately,6,10000,No,Remote,Rural,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",29-10-25,BA
Human Resources (HR),Zucol Group Of Companies,Indore,Immediately,6,5000,Yes,Onsite,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",14-10-25,MCom
Sales (Real Estate),Anarock Property Consultant Private Limited,Pune,Immediately,6,10000,Yes,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",21-09-25,MCom
Customer Experience,Snapdeal,Gurgaon,Immediately,6,10000,Yes,Hybrid,Rural,Research,"Communication, MS Excel, Research",02-12-25,MBA
Insurance Consulting,Bajaj Allianz Life Insurance Company Limited,Work From Home,Immediately,6,12000,No,Onsite,Rural,Data Scientist,"Consulting, Problem Solving, Communication, Analysis",19-11-25,BBA
Resource Management,Techolution,Hyderabad,Immediately,6,15000,Yes,Remote,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",17-10-25,MCom
Curriculum Development,Educate Girls,Mumbai,Immediately,6,15000,Yes,Onsite,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy, Teaching, Lesson Planning",15-09-25,MCA
Digital Marketing,Audi Mumbai West,Mumbai,Immediately,6,15000,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",27-10-25,MBA
Social Work,INDIA Redefined,Work From Home,Immediately,6,Unpaid,No,Remote,Urban,Research,"Communication, MS Excel, Research",17-09-25,MCom
Lead HR (Admin),Aam Aadmi Party,Work From Home,Immediately,6,Unpaid,No,Hybrid,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",17-10-25,MBA
HR,WWF India,Delhi,Immediately,6,5000,Yes,Onsite,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",04-10-25,MCom
Content Creation & Ideation,Aam Aadmi Party,Work From Home,Immediately,6,Unpaid,Yes,Onsite,Urban,Social Media & Community Management,"Content Writing, Editing, Research, Content Strategy",05-11-25,MSc
Operations,Sanghvi Beauty & Technologies Private Limited (MyGlamm),Work From Home,Immediately,6,5000,Yes,Hybrid,Urban,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",13-11-25,MCom
Technical Finance,Thomas Cook,Mumbai,Immediately,6,6000,Yes,Onsite,Rural,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",03-11-25,MBA
Campus Ambassador,Unacademy,Work From Home,Immediately,6,Performance Based,No,Remote,Urban,Marketing,"Marketing, Communication, Networking, Leadership",09-11-25,MCom
Media And Social Media Management,Aam Aadmi Party,Delhi,Immediately,6,Unpaid,Yes,Remote,Rural,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management",10-09-25,BA
Digital Media Monitoring/Content Analytics,Aam Aadmi Party,Work From Home,Immediately,6,Unpaid,Yes,Onsite,Urban,Content & Communication,"Python, Data Analysis, SQL, Statistics, Data Visualization, Content Writing",18-10-25,MSc
Human Resources (HR),Alkegen India Private Limited,Pune,Immediately,6,3000,Yes,Remote,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",10-10-25,MCom
Digital And Cartoon Artist,Aam Aadmi Party,Work From Home,Immediately,6,Unpaid,Yes,Hybrid,Rural,Research,"Communication, MS Excel, Research",12-10-25,BBA
Content Marketing,IIT Bombay,Work From Home,Immediately,6,1000,No,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Content Writing, Editing",30-11-25,BA
Social Media Research/Scouting,Aam Aadmi Party,Work From Home,Immediately,6,Unpaid,Yes,Hybrid,Urban,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management, Research, Data Analysis",26-09-25,MA
Human Resources (HR),Ambit Private Limited,Mumbai,Immediately,6,20000,No,Onsite,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",26-09-25,BBA
Business Development (Sales),MakeMyTrip,Gurgaon,Immediately,3,10000,Yes,Hybrid,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",06-10-25,BCA
Video Making/Editing,Aam Aadmi Party,Work From Home,Immediately,3,Unpaid,No,Remote,Rural,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",12-09-25,BA
Social Work,INDIA Redefined,Work From Home,Immediately,3,Unpaid,Yes,Onsite,Urban,Research,"Communication, MS Excel, Research",23-09-25,BBA
YouTube Marketing,Saregama India Limited,Chennai,Immediately,3,5000,Yes,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",19-11-25,BA
Marketing,Cuberoutes,Chennai,Immediately,3,12000,Yes,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",16-09-25,MBA
Marketing (Sunburn),BookMyShow,Mumbai,Immediately,3,7500,No,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",03-11-25,MA
Content Developement (DIY Videos),K4 Media & Technologies,Jaipur,Immediately,3,10000,Yes,Remote,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy, Video Editing, Videography",18-09-25,MTech
US Sales Process (Female),Gigde Global Solutions Private Limited,Noida,Immediately,3,15000,Yes,Remote,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication, PR Strategy, Media Relations",11-11-25,BBA
Chartered Accountancy (CA),H S SABHARWAL & Co,Dehradun,Immediately,3,3000,Yes,Remote,Rural,Research,"Communication, MS Excel, Research",22-11-25,BBA
Content Writing (Education),K4 Media & Technologies,Jaipur,Immediately,3,10000,Yes,Hybrid,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",19-09-25,BCom
Computer Operations,K4 Media & Technologies,Jaipur,Immediately,3,10000,No,Remote,Urban,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",06-12-25,MCom
Marketing,MAG Finserv,Pune,Immediately,3,10000,No,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",27-11-25,BA
Graphic Design,Trivy Technologies Private Limited,Work From Home,Immediately,3,2500,No,Hybrid,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",26-10-25,BCom
Project Management,HappiMynd,Work From Home,Immediately,3,10000,No,Hybrid,Rural,Content Writing,"PR Strategy, Media Relations, Communication, Writing",10-11-25,BBA
Creative Design,Soyu,Hyderabad,Immediately,3,5000,Yes,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",07-12-25,MBA
Subject Matter Expert (Mathematics) - Doubt Solving,LearnAsYouGo Private Limited,Work From Home,Immediately,3,6000,Yes,Onsite,Urban,Research,"Communication, MS Excel, Research",09-10-25,BCom
Content Writing (Art & Craft),K4 Media & Technologies,Work From Home,Immediately,3,1000,Yes,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",03-12-25,MSc
Content Writing (Fashion & Lifestyle),K4 Media & Technologies,Work From Home,Immediately,3,1000,Yes,Remote,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",19-11-25,PhD
Social Entrepreneurship,Hamari Pahchan NGO,Work From Home,Immediately,3,10% of Revenue Generated,No,Hybrid,Rural,Content Writing,"PR Strategy, Media Relations, Communication, Writing",14-09-25,MCom
Web Development,Celebrare,Work From Home,Immediately,3,6000,No,Remote,Urban,Web Development,"HTML, CSS, JavaScript, React",25-09-25,MSc
Web Content Development,Hex Wireless Private Limited,Work From Home,Immediately,3,12000,Yes,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",18-11-25,MCA
Video Editing,K4 Media & Technologies,Jaipur,Immediately,3,10000,Yes,Hybrid,Rural,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",30-11-25,MA
UI/UX Design,QuadB Tech,Ludhiana,Immediately,3,15000,Yes,Hybrid,Rural,Design & Creative,"UI Design, UX Research, Figma, Prototyping",11-09-25,BA
Digital Marketing,TopLine Vision,Bangalore,Immediately,3,5000,Yes,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",30-09-25,MBA
Data Entry,K4 Media & Technologies,Jaipur,Immediately,3,10000,No,Remote,Urban,Data Science,"Communication, MS Excel, Research",30-11-25,MCom
Business Development (Sales),Rentkar-Switch To Share,Mumbai,Immediately,3,12000,No,Onsite,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",09-10-25,MCA
Brand Management,Born High Digital,Gurgaon,Immediately,3,10000,No,Onsite,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",27-10-25,BCom
HR And Market Research,Stellar Search,Gurgaon,Immediately,3,15000,Yes,Remote,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing, Research, Data Analysis",11-09-25,BBA
Civil Engineering,Pro India,Work From Home,Immediately,3,1000,No,Onsite,Rural,Research,"Communication, MS Excel, Research",26-09-25,BBA
Architecture,Digipplus,Work From Home,Immediately,3,25000,Yes,Hybrid,Urban,Architecture & Design,"Communication, MS Excel, Research",10-11-25,BBA
Business Development Management,Trivy Technologies Private Limited,Work From Home,Immediately,3,1500,Yes,Remote,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",02-10-25,MCA
Digital Marketing (Meme & Carousel Making),Lawtech,Work From Home,Immediately,3,6000,Yes,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",16-09-25,BBA
UI/UX Design,Radhika Kapoor,Work From Home,Immediately,3,5000,No,Remote,Rural,Design & Creative,"UI Design, UX Research, Figma, Prototyping",30-10-25,BBA
Graphic Design,AnthroFit Lifesciences Co,Work From Home,Immediately,3,4000,Yes,Onsite,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",07-12-25,MCom
General Management,Adore Earth,Work From Home,Immediately,3,4000,No,Remote,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",30-11-25,MCom
Legal Content Curation,Lawtech,Work From Home,Immediately,3,6000,Yes,Remote,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy, Legal Research, Compliance",17-10-25,MTech
Talent Acquisition,TopHire,Work From Home,Immediately,3,5000,No,Onsite,Rural,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",13-11-25,BA
English Content Curation (IELTS),Lawtech,Work From Home,Immediately,3,8000,No,Remote,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",27-11-25,PhD
